SSF,SST,SSP,SSF|SST,SSF|SSP,SST|SSP,SSF|SST|SSP
,,,,ASV5630,,ASV1419
,,,,ASV5642,,ASV1471
,,,,ASV5658,,ASV1543
,,,,ASV5700,,ASV1558
,,,,ASV5731,,ASV1728
,,,,ASV5771,,ASV1827
,,,,ASV5896,,ASV1885
,,,,ASV4700,,ASV2103
,,,,ASV4819,,ASV3962
,,,,ASV4843,,ASV1265
,,,,ASV4881,,ASV1335
,,,,ASV4934,,ASV1366
,,,,ASV4956,,ASV1410
,,,,ASV4957,,ASV1439
,,,,ASV4972,,ASV1446
,,,,ASV5193,,ASV1455
,,,,ASV5288,,ASV1678
,,,,ASV5328,,ASV1962
,,,,ASV5545,,ASV3912
,,,,ASV5566,,ASV1250
,,,,ASV5570,,ASV1313
,,,,ASV5665,,ASV1350
,,,,ASV5761,,ASV1456
,,,,ASV5793,,ASV1477
,,,,ASV5821,,ASV1525
,,,,ASV5170,,ASV2087
,,,,ASV5176,,ASV2173
,,,,ASV5459,,ASV3541
,,,,ASV5465,,ASV4966
,,,,ASV5524,,ASV1175
,,,,ASV5564,,ASV1282
,,,,ASV5634,,ASV1348
,,,,ASV5707,,ASV1450
,,,,ASV5792,,ASV1530
,,,,ASV5811,,ASV1537
,,,,ASV5863,,ASV1640
,,,,ASV4701,,ASV1898
,,,,ASV4743,,ASV2477
,,,,ASV5624,,ASV2958
,,,,ASV5774,,ASV5565
,,,,ASV5205,,ASV1437
,,,,ASV5659,,ASV1453
,,,,,,ASV1474
,,,,,,ASV1515
,,,,,,ASV1611
,,,,,,ASV1643
,,,,,,ASV1681
,,,,,,ASV1759
,,,,,,ASV1772
,,,,,,ASV1806
,,,,,,ASV1812
,,,,,,ASV2064
,,,,,,ASV3112
,,,,,,ASV1153
,,,,,,ASV1284
,,,,,,ASV1285
,,,,,,ASV1322
,,,,,,ASV1347
,,,,,,ASV1593
,,,,,,ASV1619
,,,,,,ASV1672
,,,,,,ASV2240
,,,,,,ASV2906
,,,,,,ASV2908
,,,,,,ASV3889
,,,,,,ASV1200
,,,,,,ASV1263
,,,,,,ASV1310
,,,,,,ASV1388
,,,,,,ASV1393
,,,,,,ASV1501
,,,,,,ASV1597
,,,,,,ASV1629
,,,,,,ASV1715
,,,,,,ASV1799
,,,,,,ASV2243
,,,,,,ASV2359
,,,,,,ASV1168
,,,,,,ASV1193
,,,,,,ASV1386
,,,,,,ASV1387
,,,,,,ASV1406
,,,,,,ASV1512
,,,,,,ASV1521
,,,,,,ASV1714
,,,,,,ASV1760
,,,,,,ASV2017
,,,,,,ASV2204
,,,,,,ASV3368
,,,,,,ASV5638
,,,,,,ASV1131
,,,,,,ASV1412
,,,,,,ASV1421
,,,,,,ASV1427
,,,,,,ASV1332
,,,,,,ASV1344
,,,,,,ASV1402
,,,,,,ASV1448
,,,,,,ASV1511
,,,,,,ASV1569
,,,,,,ASV1583
,,,,,,ASV1588
,,,,,,ASV1724
,,,,,,ASV1859
,,,,,,ASV1903
,,,,,,ASV2114
,,,,,,ASV2175
,,,,,,ASV2280
,,,,,,ASV1171
,,,,,,ASV1538
,,,,,,ASV1555
,,,,,,ASV1556
,,,,,,ASV1605
,,,,,,ASV1747
,,,,,,ASV2564
,,,,,,ASV1283
,,,,,,ASV1359
,,,,,,ASV1441
,,,,,,ASV1454
,,,,,,ASV1494
,,,,,,ASV1563
,,,,,,ASV1902
,,,,,,ASV3255
,,,,,,ASV1307
,,,,,,ASV1417
,,,,,,ASV1495
,,,,,,ASV1602
,,,,,,ASV1621
,,,,,,ASV1914
,,,,,,ASV1978
,,,,,,ASV2102
,,,,,,ASV2394
,,,,,,ASV2560
,,,,,,ASV5490
,,,,,,ASV1385
,,,,,,ASV1505
,,,,,,ASV1664
,,,,,,ASV1669
,,,,,,ASV1804
,,,,,,ASV2660
,,,,,,ASV2705
,,,,,,ASV3529
,,,,,,ASV1394
,,,,,,ASV1485
,,,,,,ASV1604
,,,,,,ASV1645
,,,,,,ASV1761
,,,,,,ASV1789
,,,,,,ASV1892
,,,,,,ASV2384
,,,,,,ASV2448
,,,,,,ASV3218
,,,,,,ASV5462
,,,,,,ASV1314
,,,,,,ASV1328
,,,,,,ASV1362
,,,,,,ASV1422
,,,,,,ASV1434
,,,,,,ASV1516
,,,,,,ASV1542
,,,,,,ASV1685
,,,,,,ASV1757
,,,,,,ASV1821
,,,,,,ASV1896
,,,,,,ASV2213
,,,,,,ASV3099
,,,,,,ASV4173
,,,,,,ASV5140
,,,,,,ASV1373
,,,,,,ASV1436
,,,,,,ASV1503
,,,,,,ASV1625
,,,,,,ASV1628
,,,,,,ASV1721
,,,,,,ASV1744
,,,,,,ASV1989
,,,,,,ASV2039
,,,,,,ASV2091
,,,,,,ASV2092
,,,,,,ASV2177
,,,,,,ASV2220
,,,,,,ASV1268
,,,,,,ASV1462
,,,,,,ASV1480
,,,,,,ASV1529
,,,,,,ASV1631
,,,,,,ASV1733
,,,,,,ASV1734
,,,,,,ASV1745
,,,,,,ASV1776
,,,,,,ASV2491
,,,,,,ASV2635
,,,,,,ASV4673
,,,,,,ASV4968
,,,,,,ASV5820
,,,,,,ASV1357
,,,,,,ASV1364
,,,,,,ASV1399
,,,,,,ASV1526
,,,,,,ASV1564
,,,,,,ASV1658
,,,,,,ASV1665
,,,,,,ASV1666
,,,,,,ASV1915
,,,,,,ASV1977
,,,,,,ASV2158
,,,,,,ASV2326
,,,,,,ASV2392
,,,,,,ASV5698
,,,,,,ASV1507
,,,,,,ASV1568
,,,,,,ASV1580
,,,,,,ASV1608
,,,,,,ASV1651
,,,,,,ASV1769
,,,,,,ASV1825
,,,,,,ASV1894
,,,,,,ASV1969
,,,,,,ASV2019
,,,,,,ASV2817
,,,,,,ASV3158
,,,,,,ASV3554
,,,,,,ASV1465
,,,,,,ASV1488
,,,,,,ASV1496
,,,,,,ASV1553
,,,,,,ASV1654
,,,,,,ASV1698
,,,,,,ASV1699
,,,,,,ASV1718
,,,,,,ASV1790
,,,,,,ASV1811
,,,,,,ASV1929
,,,,,,ASV2741
,,,,,,ASV3169
,,,,,,ASV1504
,,,,,,ASV1573
,,,,,,ASV1600
,,,,,,ASV1657
,,,,,,ASV1677
,,,,,,ASV1700
,,,,,,ASV1731
,,,,,,ASV1868
,,,,,,ASV1873
,,,,,,ASV1895
,,,,,,ASV1937
,,,,,,ASV1966
,,,,,,ASV1996
,,,,,,ASV2073
,,,,,,ASV2975
,,,,,,ASV1464
,,,,,,ASV1481
,,,,,,ASV1591
,,,,,,ASV1614
,,,,,,ASV1656
,,,,,,ASV1684
,,,,,,ASV1801
,,,,,,ASV1912
,,,,,,ASV1955
,,,,,,ASV2284
,,,,,,ASV2435
,,,,,,ASV2567
,,,,,,ASV3917
,,,,,,ASV3959
,,,,,,ASV5172
,,,,,,ASV1470
,,,,,,ASV1682
,,,,,,ASV1706
,,,,,,ASV1997
,,,,,,ASV2161
,,,,,,ASV2176
,,,,,,ASV2354
,,,,,,ASV2675
,,,,,,ASV2697
,,,,,,ASV3038
,,,,,,ASV3713
,,,,,,ASV3863
,,,,,,ASV1491
,,,,,,ASV1498
,,,,,,ASV1500
,,,,,,ASV1578
,,,,,,ASV1636
,,,,,,ASV1649
,,,,,,ASV1729
,,,,,,ASV2013
,,,,,,ASV2046
,,,,,,ASV2076
,,,,,,ASV2242
,,,,,,ASV2485
,,,,,,ASV2658
,,,,,,ASV2785
,,,,,,ASV4110
,,,,,,ASV4273
,,,,,,ASV5651
,,,,,,ASV5660
,,,,,,ASV1457
,,,,,,ASV1560
,,,,,,ASV1617
,,,,,,ASV1633
,,,,,,ASV1638
,,,,,,ASV1668
,,,,,,ASV1727
,,,,,,ASV1780
,,,,,,ASV1794
,,,,,,ASV1822
,,,,,,ASV1834
,,,,,,ASV1878
,,,,,,ASV1891
,,,,,,ASV1904
,,,,,,ASV1911
,,,,,,ASV2116
,,,,,,ASV2356
,,,,,,ASV2409
,,,,,,ASV2568
,,,,,,ASV2698
,,,,,,ASV3167
,,,,,,ASV4008
,,,,,,ASV1479
,,,,,,ASV1655
,,,,,,ASV1689
,,,,,,ASV1708
,,,,,,ASV1720
,,,,,,ASV1743
,,,,,,ASV1786
,,,,,,ASV1813
,,,,,,ASV1835
,,,,,,ASV1880
,,,,,,ASV2043
,,,,,,ASV2056
,,,,,,ASV2063
,,,,,,ASV2216
,,,,,,ASV2221
,,,,,,ASV2304
,,,,,,ASV2385
,,,,,,ASV2393
,,,,,,ASV2979
,,,,,,ASV4302
,,,,,,ASV1545
,,,,,,ASV1606
,,,,,,ASV1635
,,,,,,ASV1713
,,,,,,ASV1719
,,,,,,ASV1750
,,,,,,ASV1796
,,,,,,ASV1856
,,,,,,ASV1888
,,,,,,ASV1939
,,,,,,ASV2436
,,,,,,ASV2870
,,,,,,ASV1596
,,,,,,ASV1623
,,,,,,ASV1676
,,,,,,ASV1697
,,,,,,ASV1817
,,,,,,ASV2104
,,,,,,ASV2260
,,,,,,ASV2604
,,,,,,ASV2672
,,,,,,ASV2722
,,,,,,ASV2730
,,,,,,ASV2956
,,,,,,ASV4616
,,,,,,ASV1544
,,,,,,ASV1632
,,,,,,ASV1779
,,,,,,ASV1803
,,,,,,ASV1872
,,,,,,ASV1886
,,,,,,ASV1925
,,,,,,ASV2024
,,,,,,ASV2117
,,,,,,ASV2250
,,,,,,ASV2338
,,,,,,ASV2453
,,,,,,ASV2621
,,,,,,ASV3240
,,,,,,ASV4569
,,,,,,ASV4604
,,,,,,ASV4764
,,,,,,ASV1472
,,,,,,ASV1659
,,,,,,ASV1667
,,,,,,ASV1732
,,,,,,ASV1784
,,,,,,ASV1832
,,,,,,ASV1909
,,,,,,ASV1934
,,,,,,ASV1956
,,,,,,ASV2035
,,,,,,ASV2337
,,,,,,ASV2545
,,,,,,ASV2614
,,,,,,ASV2737
,,,,,,ASV3377
,,,,,,ASV3500
,,,,,,ASV3910
,,,,,,ASV1547
,,,,,,ASV1548
,,,,,,ASV1755
,,,,,,ASV1805
,,,,,,ASV1865
,,,,,,ASV1875
,,,,,,ASV1899
,,,,,,ASV1907
,,,,,,ASV1936
,,,,,,ASV1961
,,,,,,ASV1971
,,,,,,ASV2021
,,,,,,ASV2029
,,,,,,ASV2051
,,,,,,ASV2057
,,,,,,ASV2094
,,,,,,ASV2174
,,,,,,ASV2306
,,,,,,ASV2758
,,,,,,ASV3449
,,,,,,ASV3521
,,,,,,ASV3644
,,,,,,ASV3768
,,,,,,ASV1738
,,,,,,ASV1771
,,,,,,ASV1838
,,,,,,ASV1874
,,,,,,ASV1960
,,,,,,ASV2002
,,,,,,ASV2081
,,,,,,ASV2166
,,,,,,ASV2271
,,,,,,ASV2344
,,,,,,ASV2546
,,,,,,ASV3018
,,,,,,ASV3297
,,,,,,ASV3982
,,,,,,ASV1523
,,,,,,ASV1598
,,,,,,ASV1693
,,,,,,ASV1758
,,,,,,ASV1788
,,,,,,ASV1833
,,,,,,ASV1836
,,,,,,ASV1949
,,,,,,ASV2000
,,,,,,ASV2088
,,,,,,ASV2089
,,,,,,ASV2301
,,,,,,ASV4854
,,,,,,ASV1680
,,,,,,ASV1709
,,,,,,ASV1741
,,,,,,ASV1808
,,,,,,ASV1810
,,,,,,ASV1924
,,,,,,ASV1933
,,,,,,ASV1998
,,,,,,ASV2062
,,,,,,ASV2070
,,,,,,ASV2360
,,,,,,ASV2459
,,,,,,ASV2500
,,,,,,ASV3065
,,,,,,ASV3168
,,,,,,ASV3693
,,,,,,ASV3842
,,,,,,ASV4069
,,,,,,ASV5049
,,,,,,ASV5210
,,,,,,ASV1749
,,,,,,ASV1792
,,,,,,ASV1814
,,,,,,ASV1869
,,,,,,ASV1917
,,,,,,ASV1981
,,,,,,ASV2067
,,,,,,ASV2093
,,,,,,ASV2098
,,,,,,ASV2131
,,,,,,ASV2146
,,,,,,ASV2150
,,,,,,ASV2251
,,,,,,ASV2668
,,,,,,ASV2716
,,,,,,ASV3087
,,,,,,ASV3313
,,,,,,ASV3517
,,,,,,ASV4206
,,,,,,ASV5394
,,,,,,ASV5574
,,,,,,ASV5756
,,,,,,ASV1613
,,,,,,ASV1695
,,,,,,ASV1748
,,,,,,ASV1824
,,,,,,ASV1906
,,,,,,ASV1959
,,,,,,ASV1965
,,,,,,ASV2118
,,,,,,ASV2212
,,,,,,ASV2366
,,,,,,ASV2523
,,,,,,ASV2582
,,,,,,ASV2766
,,,,,,ASV2837
,,,,,,ASV3316
,,,,,,ASV3414
,,,,,,ASV4400
,,,,,,ASV5841
,,,,,,ASV1661
,,,,,,ASV1802
,,,,,,ASV1887
,,,,,,ASV1908
,,,,,,ASV1918
,,,,,,ASV1953
,,,,,,ASV1976
,,,,,,ASV2030
,,,,,,ASV2055
,,,,,,ASV2108
,,,,,,ASV2433
,,,,,,ASV2439
,,,,,,ASV2795
,,,,,,ASV2841
,,,,,,ASV2852
,,,,,,ASV2997
,,,,,,ASV3163
,,,,,,ASV3362
,,,,,,ASV3876
,,,,,,ASV4097
,,,,,,ASV4326
,,,,,,ASV1510
,,,,,,ASV1663
,,,,,,ASV1922
,,,,,,ASV1990
,,,,,,ASV2044
,,,,,,ASV2085
,,,,,,ASV2097
,,,,,,ASV2134
,,,,,,ASV2136
,,,,,,ASV2156
,,,,,,ASV2180
,,,,,,ASV2188
,,,,,,ASV2274
,,,,,,ASV2292
,,,,,,ASV2455
,,,,,,ASV2654
,,,,,,ASV3048
,,,,,,ASV3328
,,,,,,ASV3446
,,,,,,ASV3931
,,,,,,ASV4694
,,,,,,ASV5422
,,,,,,ASV1627
,,,,,,ASV1756
,,,,,,ASV1807
,,,,,,ASV1863
,,,,,,ASV1979
,,,,,,ASV2025
,,,,,,ASV2034
,,,,,,ASV2106
,,,,,,ASV2126
,,,,,,ASV2138
,,,,,,ASV2152
,,,,,,ASV2232
,,,,,,ASV2254
,,,,,,ASV2268
,,,,,,ASV2269
,,,,,,ASV2309
,,,,,,ASV2341
,,,,,,ASV2388
,,,,,,ASV2461
,,,,,,ASV2521
,,,,,,ASV2807
,,,,,,ASV3084
,,,,,,ASV3800
,,,,,,ASV4208
,,,,,,ASV5041
,,,,,,ASV1795
,,,,,,ASV1846
,,,,,,ASV1848
,,,,,,ASV1867
,,,,,,ASV2115
,,,,,,ASV2128
,,,,,,ASV2147
,,,,,,ASV2331
,,,,,,ASV2349
,,,,,,ASV2413
,,,,,,ASV2617
,,,,,,ASV2665
,,,,,,ASV2822
,,,,,,ASV3041
,,,,,,ASV4382
,,,,,,ASV4513
,,,,,,ASV5029
,,,,,,ASV1675
,,,,,,ASV1767
,,,,,,ASV1850
,,,,,,ASV1980
,,,,,,ASV1984
,,,,,,ASV1988
,,,,,,ASV2031
,,,,,,ASV2042
,,,,,,ASV2219
,,,,,,ASV2224
,,,,,,ASV2226
,,,,,,ASV2228
,,,,,,ASV2261
,,,,,,ASV2305
,,,,,,ASV2400
,,,,,,ASV2417
,,,,,,ASV2476
,,,,,,ASV2637
,,,,,,ASV2782
,,,,,,ASV2819
,,,,,,ASV2924
,,,,,,ASV3231
,,,,,,ASV3314
,,,,,,ASV3756
,,,,,,ASV4046
,,,,,,ASV4404
,,,,,,ASV4414
,,,,,,ASV4435
,,,,,,ASV1725
,,,,,,ASV1751
,,,,,,ASV1837
,,,,,,ASV1851
,,,,,,ASV2122
,,,,,,ASV2127
,,,,,,ASV2162
,,,,,,ASV2191
,,,,,,ASV2197
,,,,,,ASV2248
,,,,,,ASV2297
,,,,,,ASV2347
,,,,,,ASV2425
,,,,,,ASV2480
,,,,,,ASV2699
,,,,,,ASV2719
,,,,,,ASV2743
,,,,,,ASV2963
,,,,,,ASV3707
,,,,,,ASV3791
,,,,,,ASV4111
,,,,,,ASV5082
,,,,,,ASV5311
,,,,,,ASV5409
,,,,,,ASV5786
,,,,,,ASV1726
,,,,,,ASV1954
,,,,,,ASV2020
,,,,,,ASV2077
,,,,,,ASV2298
,,,,,,ASV2318
,,,,,,ASV2336
,,,,,,ASV2395
,,,,,,ASV2456
,,,,,,ASV2522
,,,,,,ASV2676
,,,,,,ASV2729
,,,,,,ASV2781
,,,,,,ASV3062
,,,,,,ASV3070
,,,,,,ASV3586
,,,,,,ASV3718
,,,,,,ASV3856
,,,,,,ASV4088
,,,,,,ASV4378
,,,,,,ASV4796
,,,,,,ASV5178
,,,,,,ASV1864
,,,,,,ASV1866
,,,,,,ASV2167
,,,,,,ASV2169
,,,,,,ASV2207
,,,,,,ASV2252
,,,,,,ASV2273
,,,,,,ASV2329
,,,,,,ASV2334
,,,,,,ASV2340
,,,,,,ASV2376
,,,,,,ASV2468
,,,,,,ASV2514
,,,,,,ASV2710
,,,,,,ASV2767
,,,,,,ASV2847
,,,,,,ASV3129
,,,,,,ASV3304
,,,,,,ASV3341
,,,,,,ASV3650
,,,,,,ASV4703
,,,,,,ASV1862
,,,,,,ASV1938
,,,,,,ASV1982
,,,,,,ASV2086
,,,,,,ASV2101
,,,,,,ASV2113
,,,,,,ASV2210
,,,,,,ASV2245
,,,,,,ASV2264
,,,,,,ASV2266
,,,,,,ASV2466
,,,,,,ASV2556
,,,,,,ASV2594
,,,,,,ASV2680
,,,,,,ASV2901
,,,,,,ASV2960
,,,,,,ASV3609
,,,,,,ASV5305
,,,,,,ASV1797
,,,,,,ASV1843
,,,,,,ASV1910
,,,,,,ASV1948
,,,,,,ASV1987
,,,,,,ASV2003
,,,,,,ASV2012
,,,,,,ASV2095
,,,,,,ASV2119
,,,,,,ASV2257
,,,,,,ASV2335
,,,,,,ASV2389
,,,,,,ASV2492
,,,,,,ASV2591
,,,,,,ASV2712
,,,,,,ASV2763
,,,,,,ASV2925
,,,,,,ASV3069
,,,,,,ASV3154
,,,,,,ASV3157
,,,,,,ASV3229
,,,,,,ASV3546
,,,,,,ASV4003
,,,,,,ASV5095
,,,,,,ASV5598
,,,,,,ASV1753
,,,,,,ASV1893
,,,,,,ASV1901
,,,,,,ASV2061
,,,,,,ASV2072
,,,,,,ASV2074
,,,,,,ASV2125
,,,,,,ASV2148
,,,,,,ASV2184
,,,,,,ASV2205
,,,,,,ASV2247
,,,,,,ASV2258
,,,,,,ASV2348
,,,,,,ASV2407
,,,,,,ASV2571
,,,,,,ASV2627
,,,,,,ASV2922
,,,,,,ASV3054
,,,,,,ASV3198
,,,,,,ASV3467
,,,,,,ASV3491
,,,,,,ASV4114
,,,,,,ASV1819
,,,,,,ASV1900
,,,,,,ASV1999
,,,,,,ASV2190
,,,,,,ASV2234
,,,,,,ASV2246
,,,,,,ASV2401
,,,,,,ASV2488
,,,,,,ASV2528
,,,,,,ASV2707
,,,,,,ASV2848
,,,,,,ASV2886
,,,,,,ASV2939
,,,,,,ASV3122
,,,,,,ASV3164
,,,,,,ASV3252
,,,,,,ASV3531
,,,,,,ASV3567
,,,,,,ASV3683
,,,,,,ASV3888
,,,,,,ASV3903
,,,,,,ASV4150
,,,,,,ASV4555
,,,,,,ASV4768
,,,,,,ASV4975
,,,,,,ASV5059
,,,,,,ASV5295
,,,,,,ASV5648
,,,,,,ASV1882
,,,,,,ASV1921
,,,,,,ASV2022
,,,,,,ASV2090
,,,,,,ASV2110
,,,,,,ASV2172
,,,,,,ASV2199
,,,,,,ASV2238
,,,,,,ASV2253
,,,,,,ASV2324
,,,,,,ASV2346
,,,,,,ASV2375
,,,,,,ASV2469
,,,,,,ASV2562
,,,,,,ASV2625
,,,,,,ASV2655
,,,,,,ASV2714
,,,,,,ASV2928
,,,,,,ASV3177
,,,,,,ASV3289
,,,,,,ASV3330
,,,,,,ASV3425
,,,,,,ASV4848
,,,,,,ASV4896
,,,,,,ASV5106
,,,,,,ASV1847
,,,,,,ASV1905
,,,,,,ASV2009
,,,,,,ASV2018
,,,,,,ASV2143
,,,,,,ASV2222
,,,,,,ASV2294
,,,,,,ASV2380
,,,,,,ASV2396
,,,,,,ASV2487
,,,,,,ASV2490
,,,,,,ASV2540
,,,,,,ASV2620
,,,,,,ASV3035
,,,,,,ASV3059
,,,,,,ASV3301
,,,,,,ASV3551
,,,,,,ASV3804
,,,,,,ASV4137
,,,,,,ASV4462
,,,,,,ASV1957
,,,,,,ASV2023
,,,,,,ASV2033
,,,,,,ASV2144
,,,,,,ASV2145
,,,,,,ASV2153
,,,,,,ASV2310
,,,,,,ASV2406
,,,,,,ASV2422
,,,,,,ASV2424
,,,,,,ASV2447
,,,,,,ASV2463
,,,,,,ASV2515
,,,,,,ASV2531
,,,,,,ASV2559
,,,,,,ASV2648
,,,,,,ASV2661
,,,,,,ASV2746
,,,,,,ASV2810
,,,,,,ASV2831
,,,,,,ASV2885
,,,,,,ASV3019
,,,,,,ASV3088
,,,,,,ASV3216
,,,,,,ASV3225
,,,,,,ASV3454
,,,,,,ASV3471
,,,,,,ASV3648
,,,,,,ASV3787
,,,,,,ASV4186
,,,,,,ASV4207
,,,,,,ASV4419
,,,,,,ASV4541
,,,,,,ASV4672
,,,,,,ASV5138
,,,,,,ASV5216
,,,,,,ASV5344
,,,,,,ASV5920
,,,,,,ASV1897
,,,,,,ASV2050
,,,,,,ASV2339
,,,,,,ASV2368
,,,,,,ASV2414
,,,,,,ASV2437
,,,,,,ASV2586
,,,,,,ASV2590
,,,,,,ASV2644
,,,,,,ASV2715
,,,,,,ASV2773
,,,,,,ASV2968
,,,,,,ASV3033
,,,,,,ASV3197
,,,,,,ASV3223
,,,,,,ASV3422
,,,,,,ASV3655
,,,,,,ASV3689
,,,,,,ASV3794
,,,,,,ASV3950
,,,,,,ASV3970
,,,,,,ASV4143
,,,,,,ASV4459
,,,,,,ASV4581
,,,,,,ASV5293
,,,,,,ASV5708
,,,,,,ASV2060
,,,,,,ASV2112
,,,,,,ASV2140
,,,,,,ASV2195
,,,,,,ASV2201
,,,,,,ASV2202
,,,,,,ASV2244
,,,,,,ASV2278
,,,,,,ASV2307
,,,,,,ASV2314
,,,,,,ASV2355
,,,,,,ASV2483
,,,,,,ASV2629
,,,,,,ASV2632
,,,,,,ASV2738
,,,,,,ASV2836
,,,,,,ASV2843
,,,,,,ASV2880
,,,,,,ASV2900
,,,,,,ASV2934
,,,,,,ASV2986
,,,,,,ASV3081
,,,,,,ASV3183
,,,,,,ASV3279
,,,,,,ASV3294
,,,,,,ASV4180
,,,,,,ASV4254
,,,,,,ASV4316
,,,,,,ASV4490
,,,,,,ASV5346
,,,,,,ASV2016
,,,,,,ASV2142
,,,,,,ASV2193
,,,,,,ASV2215
,,,,,,ASV2265
,,,,,,ASV2275
,,,,,,ASV2357
,,,,,,ASV2479
,,,,,,ASV2541
,,,,,,ASV2639
,,,,,,ASV2815
,,,,,,ASV2825
,,,,,,ASV2844
,,,,,,ASV2869
,,,,,,ASV2895
,,,,,,ASV3020
,,,,,,ASV3190
,,,,,,ASV3475
,,,,,,ASV3606
,,,,,,ASV3617
,,,,,,ASV3684
,,,,,,ASV3743
,,,,,,ASV4095
,,,,,,ASV4177
,,,,,,ASV4189
,,,,,,ASV4250
,,,,,,ASV4515
,,,,,,ASV4596
,,,,,,ASV4680
,,,,,,ASV2231
,,,,,,ASV2235
,,,,,,ASV2285
,,,,,,ASV2343
,,,,,,ASV2374
,,,,,,ASV2387
,,,,,,ASV2390
,,,,,,ASV2397
,,,,,,ASV2464
,,,,,,ASV2497
,,,,,,ASV2536
,,,,,,ASV2537
,,,,,,ASV2628
,,,,,,ASV2686
,,,,,,ASV2688
,,,,,,ASV2759
,,,,,,ASV2813
,,,,,,ASV2818
,,,,,,ASV2897
,,,,,,ASV2899
,,,,,,ASV2936
,,,,,,ASV2966
,,,,,,ASV3003
,,,,,,ASV3010
,,,,,,ASV3181
,,,,,,ASV3221
,,,,,,ASV3293
,,,,,,ASV3410
,,,,,,ASV3596
,,,,,,ASV4237
,,,,,,ASV4343
,,,,,,ASV5012
,,,,,,ASV5437
,,,,,,ASV5927
,,,,,,ASV2141
,,,,,,ASV2230
,,,,,,ASV2239
,,,,,,ASV2365
,,,,,,ASV2493
,,,,,,ASV2524
,,,,,,ASV2779
,,,,,,ASV2860
,,,,,,ASV2920
,,,,,,ASV3071
,,,,,,ASV3117
,,,,,,ASV3146
,,,,,,ASV3434
,,,,,,ASV3473
,,,,,,ASV3539
,,,,,,ASV3580
,,,,,,ASV3758
,,,,,,ASV3877
,,,,,,ASV4078
,,,,,,ASV4124
,,,,,,ASV4175
,,,,,,ASV4184
,,,,,,ASV5151
,,,,,,ASV2069
,,,,,,ASV2159
,,,,,,ASV2371
,,,,,,ASV2372
,,,,,,ASV2399
,,,,,,ASV2489
,,,,,,ASV2539
,,,,,,ASV2547
,,,,,,ASV2563
,,,,,,ASV2569
,,,,,,ASV2576
,,,,,,ASV2826
,,,,,,ASV3179
,,,,,,ASV3312
,,,,,,ASV3326
,,,,,,ASV3403
,,,,,,ASV3427
,,,,,,ASV3510
,,,,,,ASV3601
,,,,,,ASV3616
,,,,,,ASV3632
,,,,,,ASV5134
,,,,,,ASV5161
,,,,,,ASV5234
,,,,,,ASV5393
,,,,,,ASV5419
,,,,,,ASV5622
,,,,,,ASV5709
,,,,,,ASV5823
,,,,,,ASV2132
,,,,,,ASV2281
,,,,,,ASV2470
,,,,,,ASV2502
,,,,,,ASV2606
,,,,,,ASV2693
,,,,,,ASV2695
,,,,,,ASV2742
,,,,,,ASV2780
,,,,,,ASV2821
,,,,,,ASV2917
,,,,,,ASV2946
,,,,,,ASV2952
,,,,,,ASV3049
,,,,,,ASV3064
,,,,,,ASV3135
,,,,,,ASV3230
,,,,,,ASV3334
,,,,,,ASV3430
,,,,,,ASV3489
,,,,,,ASV3505
,,,,,,ASV3593
,,,,,,ASV3636
,,,,,,ASV3667
,,,,,,ASV3674
,,,,,,ASV3677
,,,,,,ASV3785
,,,,,,ASV3818
,,,,,,ASV3883
,,,,,,ASV3975
,,,,,,ASV4434
,,,,,,ASV4774
,,,,,,ASV4815
,,,,,,ASV5252
,,,,,,ASV5468
,,,,,,ASV5664
,,,,,,ASV5842
,,,,,,ASV2181
,,,,,,ASV2345
,,,,,,ASV2364
,,,,,,ASV2432
,,,,,,ASV2467
,,,,,,ASV2494
,,,,,,ASV2504
,,,,,,ASV2548
,,,,,,ASV2553
,,,,,,ASV2624
,,,,,,ASV2673
,,,,,,ASV2687
,,,,,,ASV2750
,,,,,,ASV2839
,,,,,,ASV2858
,,,,,,ASV2926
,,,,,,ASV2931
,,,,,,ASV3005
,,,,,,ASV3032
,,,,,,ASV3056
,,,,,,ASV3075
,,,,,,ASV3092
,,,,,,ASV3102
,,,,,,ASV3136
,,,,,,ASV3201
,,,,,,ASV3233
,,,,,,ASV3302
,,,,,,ASV3388
,,,,,,ASV3458
,,,,,,ASV3629
,,,,,,ASV3741
,,,,,,ASV3745
,,,,,,ASV3858
,,,,,,ASV4217
,,,,,,ASV4446
,,,,,,ASV4472
,,,,,,ASV4533
,,,,,,ASV4552
,,,,,,ASV4618
,,,,,,ASV4628
,,,,,,ASV5006
,,,,,,ASV5484
,,,,,,ASV2121
,,,,,,ASV2272
,,,,,,ASV2412
,,,,,,ASV2434
,,,,,,ASV2478
,,,,,,ASV2609
,,,,,,ASV2636
,,,,,,ASV2820
,,,,,,ASV2914
,,,,,,ASV2932
,,,,,,ASV2967
,,,,,,ASV3007
,,,,,,ASV3024
,,,,,,ASV3029
,,,,,,ASV3203
,,,,,,ASV3283
,,,,,,ASV3299
,,,,,,ASV3318
,,,,,,ASV3712
,,,,,,ASV3893
,,,,,,ASV3986
,,,,,,ASV4075
,,,,,,ASV4116
,,,,,,ASV4823
,,,,,,ASV5817
,,,,,,ASV2350
,,,,,,ASV2575
,,,,,,ASV2587
,,,,,,ASV2640
,,,,,,ASV2649
,,,,,,ASV2872
,,,,,,ASV2896
